OBJECTID,BG20,CT20,LABEL,ShapeSTArea,ShapeSTLength
19866,1061111,106111,BG 1,18105002.7196776,18562.7232602731
19867,1061112,106111,BG 2,11887027.8620845,23452.7186517884
19868,1061121,106112,BG 1,5813374.88951889,10899.7413066251
19869,1061122,106112,BG 2,4879116.521998,10406.4062862415
19870,1061123,106112,BG 3,24055039.6706951,33742.7291224231
19871,1061131,106113,BG 1,10311989.5758106,16446.8562273794
19872,1061132,106113,BG 2,5223774.46049317,10967.6815566914
19873,1061141,106114,BG 1,3666773.4194682,8014.56126833399
19874,1061142,106114,BG 2,2482928.33612204,6308.95628698093
19875,1061143,106114,BG 3,4768312.1437758,9488.87531855778
19876,1064031,106403,BG 1,2873239.90468971,8523.55172455478
19877,1064032,106403,BG 2,2356467.60633442,6184.7057156234
19878,1064033,106403,BG 3,6670141.13530912,11009.9867706133
19879,1064051,106405,BG 1,5718636.59360019,10810.4340597033
19880,1064052,106405,BG 2,5718185.13461256,10812.443347968
19881,1064053,106405,BG 3,1174338.51628976,6566.50481890979
19882,1064061,106406,BG 1,14772893.7312482,15906.4023936912
19883,1064062,106406,BG 2,3815619.39633682,8172.94604607983
19884,1064063,106406,BG 3,3084876.96979557,7865.20649547778
19885,1064071,106407,BG 1,954023.947809904,4209.83790556262
19886,1064072,106407,BG 2,1544411.40113404,5035.57142430022
19887,1064081,106408,BG 1,1904257.80763164,5525.63724353185
19888,1064082,106408,BG 2,561198.893915163,3655.51400549456
19889,1065101,106510,BG 1,10373385.5392766,17637.945826835
19890,1065102,106510,BG 2,11019099.9946015,15689.3466173941
19891,1065103,106510,BG 3,40928427.0614957,31810.0580943373
19892,1065201,106520,BG 1,7627059.99996589,13963.4073440097
19893,1065202,106520,BG 2,12254431.1934581,19785.1749279827
19894,1065203,106520,BG 3,3860034.85150602,8432.05540739799
19895,1066031,106603,BG 1,46714540.4917502,33696.9363772266
19896,1066032,106603,BG 2,64370246.7091598,36995.2436087129
19897,1066041,106604,BG 1,5850332.33747815,11638.0733787188
19898,1066042,106604,BG 2,13952591.6873306,16664.6405989037
19899,1066043,106604,BG 3,8400131.03361173,18535.6288428594
19900,1066411,106641,BG 1,12221119.4227793,19091.7854539592
19901,1066421,106642,BG 1,7404010.77769401,14079.2063487715
19902,1066422,106642,BG 2,5124343.1618621,10697.8535472219
19903,1066423,106642,BG 3,4451151.53356237,9943.85920188769
19904,1066431,106643,BG 1,19998625.3509559,35692.9383666113
19905,1066432,106643,BG 2,13374209.1005995,16331.9590058596
19906,1066433,106643,BG 3,13326672.5806869,24089.2403118614
19907,1066451,106645,BG 1,6498890.50773952,12631.8524636016
19908,1066452,106645,BG 2,20708973.0348538,31202.0627612483
19909,1066461,106646,BG 1,8926454.80730066,16784.2901551713
19910,1066462,106646,BG 2,6961921.10634252,14572.5556498579
19911,1066481,106648,BG 1,7067711.16187656,12174.7855495584
19912,1066482,106648,BG 2,1466472.79622213,9108.28644032259
19913,1066491,106649,BG 1,3815893.58616842,11488.6253831944
19914,1066492,106649,BG 2,8159678.98200362,17892.7748736908
19915,1070101,107010,BG 1,2856235.11543632,6845.160765556
19916,1070102,107010,BG 2,4512766.19612431,10088.1774232673
19917,1070201,107020,BG 1,2231313.54008973,7409.29022103082
19918,1070202,107020,BG 2,2816542.73757823,7092.21903962162
19919,1070203,107020,BG 3,3075977.51828601,7150.42911664738
19920,1070204,107020,BG 4,2574030.69234306,9967.4339656714
19921,1081011,108101,BG 1,12147387.7280321,14665.5839417322
19922,1081021,108102,BG 1,5355846.91002663,16969.7713044839
19923,1081022,108102,BG 2,4951589.89016075,12341.9978608198
19924,1081023,108102,BG 3,13196737.7846129,14507.5230844542
19925,1081031,108103,BG 1,14471928.9547725,23470.9182925652
19926,1081032,108103,BG 2,13134173.0810107,22318.7068574939
19927,1081041,108104,BG 1,8890331.75073344,14765.7389031227
19928,1082021,108202,BG 1,8075153.20797555,12098.6412472321
19929,1082022,108202,BG 2,39250297.635242,31441.8686117354
19930,1082023,108202,BG 3,17027331.1884776,18605.3986990034
19931,1082031,108203,BG 1,9281733.46406254,18501.7207733654
19932,1082032,108203,BG 2,5489036.56377021,11182.3343003168
19933,1082041,108204,BG 1,15420095.9175226,22338.8778375429
19934,1091001,109100,BG 1,5744489.4111504,11955.7870311477
19935,1091002,109100,BG 2,23378974.096513,22925.7989000285
19936,1092001,109200,BG 1,3365341.33723912,7580.23881596241
19937,1092002,109200,BG 2,3796886.05740004,8071.8957223301
19938,1092003,109200,BG 3,3783046.20594283,9085.082190963
19939,1093001,109300,BG 1,3465497.81106495,7503.97821516475
19940,1093002,109300,BG 2,5382787.82116435,9332.5395520751
19941,1093003,109300,BG 3,4423397.42557032,8920.77503575271
19942,1094001,109400,BG 1,5658122.67067832,14034.0361381911
19943,1094002,109400,BG 2,3920727.70227485,9607.70116133463
19944,1094003,109400,BG 3,4314309.71555552,8726.98168041468
19945,1095001,109500,BG 1,4493160.29390049,9387.71285753657
19946,1095002,109500,BG 2,5398430.55968287,12965.2529396137
19947,1095003,109500,BG 3,2964862.44591901,7287.27995455573
19948,1096011,109601,BG 1,4610097.90364444,9331.50740585005
19949,1096012,109601,BG 2,3066621.00761848,7359.96652417519
19950,1096013,109601,BG 3,8424774.09418436,21125.8466315172
19951,1096014,109601,BG 4,8092555.46404253,14463.806706117
19952,1096031,109603,BG 1,3445997.49786761,7860.74653452859
19953,1096032,109603,BG 2,3446371.69899221,7861.49091876311
19954,1096033,109603,BG 3,3858745.17722329,8203.96129209864
19955,1096041,109604,BG 1,4458612.39188236,9088.55361512192
19956,1096042,109604,BG 2,3520595.95416838,7947.8632357521
19957,1096043,109604,BG 3,4665966.13773196,8827.51228322058
19958,1097001,109700,BG 1,6369600.62102869,11355.7932589853
19959,1097002,109700,BG 2,6300992.97963618,12920.5834896098
19960,1097003,109700,BG 3,4408735.74434924,9280.48151306374
19961,1098001,109800,BG 1,3637220.35470699,9905.76219283837
19962,1098002,109800,BG 2,3074573.88936286,7295.4588961875
19963,1098003,109800,BG 3,3836978.40527134,8897.59046381259
19964,1098004,109800,BG 4,4513057.62146618,11032.5593687945
19965,1111001,111100,BG 1,5081322.62490758,10863.3712166428
19966,1111002,111100,BG 2,6319280.17355971,13867.6202490198
19967,1112011,111201,BG 1,5220361.04422149,10181.3246748704
19968,1112012,111201,BG 2,8218900.36925646,12096.5388041127
19969,1112013,111201,BG 3,7148171.4009771,11254.4015448479
19970,1112021,111202,BG 1,5225694.96023911,9239.39748245211
19971,1112022,111202,BG 2,7894028.78910916,11517.5523297051
19972,1112023,111202,BG 3,6971385.8374214,10562.7429036922
19973,1112041,111204,BG 1,15202401.7133114,24821.4340146278
19974,1112042,111204,BG 2,8711261.50868058,13386.2296118289
19975,1112043,111204,BG 3,11725580.8238244,13893.6552023683
19976,1112051,111205,BG 1,5511360.08406114,9332.38740594542
19977,1112052,111205,BG 2,3617262.50737665,7842.439633793
19978,1112053,111205,BG 3,3346338.49899876,10011.5232079982
19979,1112061,111206,BG 1,6633176.80621489,12306.7139051937
19980,1112062,111206,BG 2,5504300.79992284,12769.45818983
19981,1112063,111206,BG 3,5419530.36633857,12714.6480395399
19982,1112064,111206,BG 4,5122866.08656915,11926.5112015442
19983,1112065,111206,BG 5,5548588.14784083,9754.56628799234
19984,1113021,111302,BG 1,6970749.42795114,10560.9192052766
19985,1113022,111302,BG 2,2085147.00312808,5983.65240956265
19986,1113023,111302,BG 3,6958943.59113466,10552.2712428866
19987,1113024,111302,BG 4,697942.215120708,3434.41273073827
19988,1113031,111303,BG 1,6972224.51911297,10561.5897046109
19989,1113032,111303,BG 2,9860007.26503567,12847.4318819211
19990,1113041,111304,BG 1,1435175.98179304,6247.78207374245
19991,1113042,111304,BG 2,3272998.97282869,7823.61659749762
19992,1114011,111401,BG 1,9049529.65027044,12356.9405383982
19993,1114021,111402,BG 1,2369538.56747334,8171.78460075537
19994,1114022,111402,BG 2,6968949.65187105,13223.0588245096
19995,1114023,111402,BG 3,1114845.77218546,4584.36427429244
19996,1131011,113101,BG 1,11837756.344401,15154.6117030302
19997,1131012,113101,BG 2,12572384.9451561,15182.760211942
19998,1131021,113102,BG 1,21250186.8295762,19610.4467843745
19999,1131022,113102,BG 2,18259370.4443495,20189.0710740075
20000,1132111,113211,BG 1,23166916.9054855,24491.8267109037
20001,1132112,113211,BG 2,55228240.4013653,32107.4003009196
20002,1132121,113212,BG 1,5871044.00125746,10578.2439398613
20003,1132122,113212,BG 2,4876329.94769971,8913.72179297149
20004,1132131,113213,BG 1,9563871.45619737,13170.2602732834
20005,1132132,113213,BG 2,4437262.53125354,8969.14442261973
20006,1132311,113231,BG 1,34653717.8556986,30993.6595904611
20007,1132312,113231,BG 2,9917643.743362,14054.5525758676
20008,1132321,113232,BG 1,12465024.688455,21180.4432338607
20009,1132322,113232,BG 2,9769469.32657553,14724.8554986036
20010,1132341,113234,BG 1,4067740.01290224,9201.77906320878
20011,1132342,113234,BG 2,2966762.20983387,7442.83670509723
20012,1132343,113234,BG 3,2578966.46478378,8901.87546243957
20013,1132344,113234,BG 4,1396290.26807261,5041.27607438799
20014,1132351,113235,BG 1,15349919.4695181,28934.6384206378
20015,1132371,113237,BG 1,42948524.3207466,35979.0290530041
20016,1132372,113237,BG 2,8143308.9421252,14354.2001123694
20017,1132381,113238,BG 1,1576551.8690176,5838.15435075758
20018,1132382,113238,BG 2,3401966.13260324,9101.03435772412
20019,1132383,113238,BG 3,2659908.51812362,7390.00325232165
20020,1132391,113239,BG 1,3617774.442187,9244.85604443319
20021,1132392,113239,BG 2,1056102.47052047,6796.09178878826
20022,1133011,113301,BG 1,5212595.57443269,9516.42853471727
20023,1133012,113301,BG 2,19050791.9171427,17979.9390547023
20024,1133031,113303,BG 1,9457718.21258096,12950.7575217276
20025,1133032,113303,BG 2,34625740.1516458,30012.5540128061
20026,1133221,113322,BG 1,10955437.5974669,15784.8783477676
20027,1133222,113322,BG 2,8276049.1205005,11805.4353742866
20028,1133231,113323,BG 1,6044782.91627238,9701.89526458504
20029,1133232,113323,BG 2,1746789.99194247,6607.66711886033
20030,1133241,113324,BG 1,3492170.86799223,7928.51025638048
20031,1134231,113423,BG 1,3808580.22119084,8408.44615405631
20032,1134232,113423,BG 2,3840455.9555506,8455.15390054518
20033,1134241,113424,BG 1,12305517.4669928,14671.6143032342
20034,1134242,113424,BG 2,6434397.8554633,10228.1107772613
20035,1134251,113425,BG 1,581017.916118885,3080.65463026946
20036,1134252,113425,BG 2,3070847.82794666,7977.33293884283
20037,1134261,113426,BG 1,20084001.7704503,21380.9110879892
20038,1134271,113427,BG 1,2034764.063896,7940.03587550815
20039,1134272,113427,BG 2,755483.406958395,4339.59017998489
20040,1134281,113428,BG 1,3013757.33959573,8567.62506388938
20041,1134282,113428,BG 2,5231400.15434615,10564.7313487646
20042,1134283,113428,BG 3,5429241.73534519,9917.38082246613
20043,1151011,115101,BG 1,13937902.5785608,15831.4620480193
20044,1151012,115101,BG 2,15647695.009472,18485.1593497809
20045,1151013,115101,BG 3,12200610.4402793,15835.6168280085
20046,1151031,115103,BG 1,16345330.1096699,22256.533513945
20047,1151041,115104,BG 1,8284950.31129092,14971.2532471423
20048,1151042,115104,BG 2,677376.283985118,3372.41862647617
20049,1151043,115104,BG 3,1334316.21864242,4661.80517785483
20050,1151044,115104,BG 4,683608.42341424,3403.73434022678
20051,1152021,115202,BG 1,5457038.09340526,10914.289315217
20052,1152022,115202,BG 2,8206586.2439939,15445.1784738975
20053,1152023,115202,BG 3,5078693.72464354,12251.8899612279
20054,1152031,115203,BG 1,5637241.27541481,10538.8562269176
20055,1152032,115203,BG 2,871844.754708463,3961.5811422348
20056,1152041,115204,BG 1,4245189.46420726,9100.333087172
20057,1152042,115204,BG 2,4050714.11831449,9680.74502697668
20058,1153011,115301,BG 1,6417489.37730602,11119.9428144968
20059,1153012,115301,BG 2,2402713.38415923,6284.03939277234
20060,1153013,115301,BG 3,6224412.72340586,12226.5559797527
20061,1153014,115301,BG 4,2620009.21744326,6865.04659473853
20062,1153021,115302,BG 1,1212790.5802138,4477.86105745047
20063,1153022,115302,BG 2,3606913.39875643,8273.20925331237
20064,1153023,115302,BG 3,4197778.80040731,8767.34222873523
20065,1154011,115401,BG 1,3229575.06102104,7996.29201351801
20066,1154012,115401,BG 2,4806437.1509639,9007.90066202129
20067,1154013,115401,BG 3,5254158.40555571,12448.5183610461
20068,1154014,115401,BG 4,7215326.31656336,18235.1825198367
20069,1154031,115403,BG 1,3910070.46426898,8336.08006919965
20070,1154032,115403,BG 2,3664387.41541646,8056.88927548399
20071,1154041,115404,BG 1,6200125.91062715,14385.0277604897
20072,1154042,115404,BG 2,4060509.60539454,9480.83729399467
20073,1171011,117101,BG 1,3241525.57943635,7801.22335713842
20074,1171012,117101,BG 2,1742009.70583356,6600.52276505969
20075,1171013,117101,BG 3,3406147.27745282,7860.22380036827
20076,1171021,117102,BG 1,4288733.79053458,8508.3721366141
20077,1171022,117102,BG 2,6891286.55690373,10500.9794404446
20078,1172011,117201,BG 1,4175916.53890168,8404.52252604667
20079,1172012,117201,BG 2,3422669.58899709,8581.73711842944
20080,1172013,117201,BG 3,921987.960042263,4030.75638935026
20081,1172021,117202,BG 1,13941080.0547845,15841.1497081289
20082,1172022,117202,BG 2,5581694.91589681,12811.3683270529
20083,1173011,117301,BG 1,5906421.84650803,10027.6853730791
20084,1173012,117301,BG 2,4924383.57764883,11456.3038652516
20085,1173013,117301,BG 3,3504544.42909944,7942.45303228383
20086,1173021,117302,BG 1,4291429.11506375,11635.1881805565
20087,1173022,117302,BG 2,3743970.60228905,8264.44225908997
20088,1173023,117302,BG 3,5513774.23317779,10026.3039549012
20089,1173024,117302,BG 4,8534647.47673506,13992.9408595292
20090,1173031,117303,BG 1,9042743.29676913,12213.1448633055
20091,1173032,117303,BG 2,10337204.9613481,13041.5210060487
20092,1174041,117404,BG 1,5319453.94283674,12609.513684287
20093,1174042,117404,BG 2,4356210.05969152,9240.77381371471
20094,1174043,117404,BG 3,9328186.05407511,12420.4732586818
20095,1174051,117405,BG 1,823325.021193791,3898.99836222675
20096,1174052,117405,BG 2,1349028.72666123,4684.13670372485
20097,1174071,117407,BG 1,873748.618938511,3993.49412905541
20098,1174072,117407,BG 2,1260869.85140567,4540.1947557633
20099,1174081,117408,BG 1,4052431.83475438,8246.9157868757
20100,1175101,117510,BG 1,1256732.3831889,5190.01984505411
20101,1175102,117510,BG 2,1904190.37542236,5600.80803524549
20102,1175103,117510,BG 3,445910.839482676,2696.49487324946
20103,1175201,117520,BG 1,1764784.87610311,5159.48413836314
20104,1175202,117520,BG 2,1740925.53256036,5253.75425293832
20105,1175301,117530,BG 1,891004.10185251,3989.98015302846
20106,1175302,117530,BG 2,1467149.05710916,4893.49439596912
20107,1175303,117530,BG 3,2784060.03562341,7219.18065029728
20108,1175304,117530,BG 4,851551.46984264,3930.1264206426
20109,1190011,119001,BG 1,5256809.61376995,9061.6675236217
20110,1190012,119001,BG 2,6294386.57195123,11748.1776568818
20111,1190031,119003,BG 1,3049080.29715594,7127.75792666924
20112,1190032,119003,BG 2,3039797.82927581,7080.44866732685
20113,1190033,119003,BG 3,3078104.23335356,7173.43540962444
20114,1190041,119004,BG 1,4396103.74769383,8840.14835980811
20115,1190042,119004,BG 2,4747374.9100351,12887.3646599854
20116,1192011,119201,BG 1,2415260.23795958,6267.09848478824
20117,1192012,119201,BG 2,2953890.3629528,6975.35245808048
20118,1192013,119201,BG 3,4879013.94104462,9701.35476865958
20119,1192021,119202,BG 1,1348444.38509661,5961.87533144151
20120,1192022,119202,BG 2,3111519.15419299,8980.99146985559
20121,1192023,119202,BG 3,5977060.83758204,10589.5880760067
20122,1193101,119310,BG 1,1521063.44514826,5181.99523259899
20123,1193102,119310,BG 2,3094099.46847583,8583.4974185788
20124,1193201,119320,BG 1,1316674.79009357,4635.15968572421
20125,1193202,119320,BG 2,1316970.42187859,4635.73627263011
20126,1193203,119320,BG 3,2711510.02436777,7357.24744436897
20127,1193401,119340,BG 1,477880.215577371,2812.04563760755
20128,1193402,119340,BG 2,836821.793409428,4628.63649732523
20129,1193411,119341,BG 1,3512711.54371681,8359.54297658945
20130,1193421,119342,BG 1,1599154.65085963,5217.30396415698
20131,1193422,119342,BG 2,759013.048667356,4771.8518010336
20132,1194001,119400,BG 1,2944264.77901927,6972.92902387378
20133,1194002,119400,BG 2,2951713.18429636,6977.16026074639
20134,1194003,119400,BG 3,6175405.05225136,10069.7811333435
20135,1197001,119700,BG 1,5141350.50266022,11416.946766313
20136,1197002,119700,BG 2,5149293.13931124,9423.12045766088
20137,1197003,119700,BG 3,3812738.80750636,8168.84266889441
20138,1198011,119801,BG 1,2957336.524543,6983.76340203923
20139,1198012,119801,BG 2,3633017.19431827,7891.49482653943
20140,1198021,119802,BG 1,3824228.45251319,8229.73465694293
20141,1198022,119802,BG 2,2953902.79492252,6979.91924281229
20142,1199001,119900,BG 1,2864190.96944867,7275.09379159058
20143,1199002,119900,BG 2,3890143.79806224,8097.26387615013
20144,1199003,119900,BG 3,4570631.27728767,8958.52697956803
20145,1200101,120010,BG 1,3075062.49643236,7347.6079756899
20146,1200102,120010,BG 2,3012563.48878574,7339.47942203921
20147,1200201,120020,BG 1,3174724.37113936,8240.71535592849
20148,1200202,120020,BG 2,2562645.65331141,6542.47165419526
20149,1200301,120030,BG 1,4065310.62972394,8102.20700640391
20150,1201031,120103,BG 1,694751.963400688,4580.75987640753
20151,1201032,120103,BG 2,795624.350593366,3974.80414056854
20152,1201041,120104,BG 1,4885243.2667591,10176.5516588886
20153,1201051,120105,BG 1,3207615.90410636,8578.59935904241
20154,1201052,120105,BG 2,2721970.05686249,8499.67536862565
20155,1201061,120106,BG 1,344841.167965594,3413.60408140859
20156,1201062,120106,BG 2,1050376.06889774,5027.03517462073
20157,1201063,120106,BG 3,825123.772645036,3650.34101194404
20158,1201071,120107,BG 1,643427.296082188,3501.51005204132
20159,1201072,120107,BG 2,1587581.28095976,5033.13634004335
20160,1201081,120108,BG 1,1961310.76158003,5712.33179995995
20161,1201082,120108,BG 2,2203286.4197899,6183.66374299823
20162,1203001,120300,BG 1,2039606.15658268,6400.9118716419
20163,1203002,120300,BG 2,2914362.30122896,8868.12719301779
20164,1203003,120300,BG 3,10551220.9611092,18603.9447700125
20165,1203004,120300,BG 4,2992960.04697441,7275.87492201803
20166,1204001,120400,BG 1,3053331.46152974,8960.55652653596
20167,1204002,120400,BG 2,4690628.18399295,8861.49667699656
20168,1204003,120400,BG 3,3727615.85167327,8100.857824795
20169,1210101,121010,BG 1,2614219.0416283,6600.53847992598
20170,1210102,121010,BG 2,10402040.0887291,15783.4081959144
20171,1210103,121010,BG 3,3461595.75839756,8090.65940534101
20172,1210104,121010,BG 4,5472868.11269268,12315.8310259683
20173,1210201,121020,BG 1,3482969.39033764,7918.95694082308
20174,1210202,121020,BG 2,5391569.09539738,13129.3259885299
20175,1211011,121101,BG 1,2290829.57035847,7504.54896651134
20176,1211012,121101,BG 2,2792051.05402147,8404.5010291758
20177,1211021,121102,BG 1,55337913.4160695,42526.9004496187
20178,1211022,121102,BG 2,19081371.925782,18336.3234495068
20179,1211023,121102,BG 3,6732811.02855401,14994.9505136637
20180,1212101,121210,BG 1,8734604.30700124,13619.5169487768
20181,1212102,121210,BG 2,13082930.7470671,15262.9484022625
20182,1212211,121221,BG 1,1854106.76049379,6836.12159905351
20183,1212212,121221,BG 2,3573354.87694673,9062.75666676845
20184,1212221,121222,BG 1,996937.137550886,4206.81285886484
20185,1212222,121222,BG 2,4216458.49949952,10519.3319247955
20186,1212223,121222,BG 3,9154377.23394064,16631.6067751712
20187,1216001,121600,BG 1,6542279.50403058,14052.3584369318
20188,1216002,121600,BG 2,5722290.29297959,13031.5913019667
20189,1218011,121801,BG 1,3485086.49070656,7921.86483889856
20190,1218012,121801,BG 2,1742425.73927586,5280.14034662178
20191,1218021,121802,BG 1,5112435.27257403,11427.235231695
20192,1218022,121802,BG 2,5120003.29008028,10715.4626823708
20193,1219001,121900,BG 1,3481950.90736498,7916.84963282737
20194,1219002,121900,BG 2,14681121.6729341,17454.0352023248
20195,1220001,122000,BG 1,7079740.65690804,13468.2419157985
20196,1220002,122000,BG 2,16303106.5896928,17432.678166912
20197,1220003,122000,BG 3,11736150.6965185,15465.3839940541
20198,1221201,122120,BG 1,3288581.60083924,7915.1691419792
20199,1221202,122120,BG 2,4458997.08654109,12047.2108865951
20200,1221211,122121,BG 1,1932375.57303921,6885.11401894051
20201,1221212,122121,BG 2,2501605.59927534,6442.49958931863
20202,1221221,122122,BG 1,7777951.7054619,13313.5581892341
20203,1221222,122122,BG 2,3336681.33880813,8333.72230089123
20204,1222001,122200,BG 1,12862794.4674236,15837.0793092129
20205,1222002,122200,BG 2,5486726.83202766,10464.8120791729
20206,1224101,122410,BG 1,2621273.7008993,7264.89409176999
20207,1224102,122410,BG 2,4988215.55795527,9135.35036829425
20208,1224201,122420,BG 1,3485752.78961932,7919.74287877868
20209,1224202,122420,BG 2,2305817.6972473,6577.76356362589
20210,1224203,122420,BG 3,3494076.59205226,9745.01895567936
20211,1230101,123010,BG 1,7454132.11185817,13641.0973780292
20212,1230102,123010,BG 2,3479510.98832898,7911.09870849211
20213,1230201,123020,BG 1,2937122.66616606,7099.35244792668
20214,1230202,123020,BG 2,3151039.25357694,7388.75596921223
20215,1231031,123103,BG 1,6227192.3986355,13419.1803064825
20216,1231032,123103,BG 2,3484817.50230876,7920.14828511047
20217,1231041,123104,BG 1,2198598.68097109,6078.92300495799
20218,1231042,123104,BG 2,2723470.7244067,6773.64354007713
20219,1231043,123104,BG 3,3491503.15852465,7928.33039771216
20220,1232031,123203,BG 1,3445932.7137,8729.38837810668
20221,1232032,123203,BG 2,1134396.44739501,5285.71180584489
20222,1232033,123203,BG 3,1744209.1692128,5282.89495811328
20223,1232041,123204,BG 1,831683.661008521,3901.31710291017
20224,1232042,123204,BG 2,2657824.34314412,6665.81493509089
20225,1232051,123205,BG 1,2179939.51008992,5942.98555398702
20226,1232052,123205,BG 2,5975716.43847962,11533.1208672114
20227,1232061,123206,BG 1,6488594.01278381,10269.8071474082
20228,1233011,123301,BG 1,9410084.53497855,14364.611415227
20229,1233012,123301,BG 2,4619591.53095994,8708.51612438115
20230,1233031,123303,BG 1,1811275.56538129,5409.93234025782
20231,1233032,123303,BG 2,5006212.3574578,10261.8841072226
20232,1233041,123304,BG 1,6602245.23404629,10710.4388605192
20233,1233042,123304,BG 2,1596204.83829326,5072.56635277477
20234,1233043,123304,BG 3,1263296.34481534,4567.62258928227
20235,1234101,123410,BG 1,3189191.29359248,9481.4517981805
20236,1234102,123410,BG 2,2161355.77446817,6543.84438344335
20237,1234201,123420,BG 1,3486046.22288987,7921.49281615828
20238,1234202,123420,BG 2,2107754.6106429,6321.62394825487
20239,1234203,123420,BG 3,2873789.43849949,9128.50434035934
20240,1235101,123510,BG 1,5108474.69958079,9600.19222344796
20241,1235102,123510,BG 2,3485536.29066637,7904.40745388547
20242,1235201,123520,BG 1,5498247.05086811,12490.8758485795
20243,1236011,123601,BG 1,1743207.60887444,5281.06420984807
20244,1236012,123601,BG 2,6774283.84853541,13384.6810519665
20245,1236013,123601,BG 3,7976735.22947224,15563.5728271331
20246,1236021,123602,BG 1,3485305.16786429,7920.32788656086
20247,1236022,123602,BG 2,2781865.34370382,7084.29463095034
20248,1236023,123602,BG 3,3718438.61916146,11169.7355024002
20249,1237001,123700,BG 1,1842270.54715872,5395.16629454947
20250,1237002,123700,BG 2,2661949.73853859,6648.178397594
20251,1237003,123700,BG 3,2547527.34787198,6501.94587208056
20252,1237004,123700,BG 4,3198724.80710404,10656.2204910242
20253,1238001,123800,BG 1,5129705.71377455,12157.5219119429
20254,1238002,123800,BG 2,4698959.14796967,9063.84164648629
20255,1238003,123800,BG 3,4056323.65481751,11266.1695076263
20256,1239011,123901,BG 1,3490653.68078616,7927.59867178818
20257,1239012,123901,BG 2,10406808.7644997,15031.8627863624
20258,1239021,123902,BG 1,3355819.10453482,8107.57154438787
20259,1239022,123902,BG 2,3795407.79581265,10401.6970455132
20260,1240001,124000,BG 1,2895240.49448617,7143.75302716401
20261,1240002,124000,BG 2,3490022.89968639,7923.85989229742
20262,1240003,124000,BG 3,3490506.09588555,7923.98543371924
20263,1240004,124000,BG 4,4655542.39803895,8761.76226629049
20264,1241021,124102,BG 1,2388868.42760431,6599.57922908922
20265,1241022,124102,BG 2,2173505.71119206,5931.78887008022
20266,1241023,124102,BG 3,2425282.16566408,7271.46044476798
20267,1241031,124103,BG 1,3486762.26843239,7921.97740049367
20268,1241041,124104,BG 1,1746919.32061448,5286.88448398633
20269,1241042,124104,BG 2,1745145.68018715,5284.46820498953
20270,1241051,124105,BG 1,1603844.76828873,5031.32656069465
20271,1241052,124105,BG 2,1889268.41640523,5707.00344131386
20272,1242011,124201,BG 1,4361675.67841458,9247.68494836009
20273,1242012,124201,BG 2,3490316.44270135,9247.16185696825
20274,1242013,124201,BG 3,2616298.30595154,6603.15608870772
20275,1242031,124203,BG 1,1745026.16281446,5284.75304903632
20276,1242032,124203,BG 2,1744992.21144125,5284.39924176263
20277,1242041,124204,BG 1,1720515.90616631,5273.15925489507
20278,1242042,124204,BG 2,1770558.60140631,5309.81619498162
20279,1243001,124300,BG 1,3654952.80813074,9403.21723347219
20280,1243002,124300,BG 2,2450058.48054132,6979.50396720981
20281,1243003,124300,BG 3,3485053.13584169,7856.5926170942
20282,1244001,124400,BG 1,3709227.84272607,8030.39038531059
20283,1244002,124400,BG 2,3339209.80665152,7816.35338077671
20284,1244003,124400,BG 3,3452290.20112154,7742.19456877051
20285,1245001,124500,BG 1,4708399.99898897,9978.53862956217
20286,1245002,124500,BG 2,3987425.27307132,9357.63005171136
20287,1246001,124600,BG 1,3343178.26376954,7813.63840473624
20288,1246002,124600,BG 2,3487788.32098783,7922.73663175093
20289,1246003,124600,BG 3,5224276.83678452,9118.96324953676
20290,1247001,124700,BG 1,3645535.53349004,8321.87971807328
20291,1247002,124700,BG 2,3484041.20249487,7920.25488645878
20292,1247003,124700,BG 3,4042617.37204126,15476.1992498855
20293,1247004,124700,BG 4,3486958.60924822,7921.15108292741
20294,1249021,124902,BG 1,2111785.67966073,6055.47242045368
20295,1249022,124902,BG 2,1532503.7040423,5045.33523276686
20296,1249031,124903,BG 1,1881976.08704202,5493.05861338559
20297,1249032,124903,BG 2,1469748.34526539,4854.19670361348
20298,1251011,125101,BG 1,3637766.92661332,8038.54039465704
20299,1251012,125101,BG 2,1275806.08050468,5184.97262399808
20300,1251013,125101,BG 3,2080224.18636218,6504.31928199779
20301,1251021,125102,BG 1,3928463.31666856,10569.4133835153
20302,1251022,125102,BG 2,3055790.58305465,7266.94285827883
20303,1252001,125200,BG 1,3615378.46581612,8001.5145375251
20304,1252002,125200,BG 2,7908865.81311585,13078.3640864592
20305,1252003,125200,BG 3,2508388.27597841,6516.328402204
20306,1253101,125310,BG 1,2433433.43266607,6482.81182843918
20307,1253102,125310,BG 2,5322888.27121855,10729.4870926268
20308,1253103,125310,BG 3,1516058.36936369,6401.5580156363
20309,1253104,125310,BG 4,1160588.52994445,4537.3707855514
20310,1253105,125310,BG 5,911400.197780641,3888.97083486165
20311,1253211,125321,BG 1,1518699.32527719,4934.85740060346
20312,1253212,125321,BG 2,1271873.76489967,4573.86182048079
20313,1253221,125322,BG 1,1185299.29189355,4892.63138765394
20314,1253222,125322,BG 2,2831691.03946641,7770.05406153561
20315,1254021,125402,BG 1,2600647.89372543,10921.8769768645
20316,1254022,125402,BG 2,3518210.02570363,10255.3497261482
20317,1254023,125402,BG 3,1770413.73753596,7193.97621778312
